Distance_(unit),Gray_Value
4.6784,156.153
4.6815,154.997
4.6846,155.604
4.6877,156.174
4.6908,155.989
4.6939,154.422
4.6970,153.010
4.7001,155.386
4.7032,157.418
4.7063,155.834
4.7093,155.774
4.7124,157.606
4.7155,156.569
4.7186,154.468
4.7217,151.582
4.7248,151.129
4.7279,153.572
4.7310,154.527
4.7341,153.294
4.7372,151.606
4.7403,150.619
4.7434,150.366
4.7465,149.129
4.7496,146.291
4.7527,145.784
4.7558,148.452
4.7589,147.940
4.7619,144.575
4.7650,143.025
4.7681,142.214
4.7712,143.477
4.7743,144.015
4.7774,144.127
4.7805,146.211
4.7836,146.113
